Order_ID,Year,Order_Date,Month,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Sales,Quantity,Profit
US-2012-150630,2012,9/17/2012,September,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,6.858,6,-5.715
US-2012-150630,2012,9/17/2012,September,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,15.76,2,3.546
CA-2014-107727,2014,10/20/2014,October,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,29.472,3,9.9468
CA-2013-117590,2013,12/9/2013,December,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,1097.544,7,123.4737
CA-2013-117590,2013,12/9/2013,December,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,190.92,5,-147.963
CA-2012-117415,2012,12/27/2012,December,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,113.328,9,35.415
CA-2012-117415,2012,12/27/2012,December,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,532.3992,3,-46.9764
CA-2012-117415,2012,12/27/2012,December,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,212.058,3,-15.147
CA-2012-117415,2012,12/27/2012,December,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,371.168,4,41.7564
CA-2014-120999,2014,9/11/2014,September,Standard Class,LC-16930,Linda Cazamias,Corporate,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,147.168,4,16.5564
CA-2013-101343,2013,7/18/2013,July,Standard Class,RA-19885,Ruben Ausman,Corporate,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,77.88,2,3.894
CA-2014-139619,2014,9/20/2014,September,Standard Class,ES-14080,Erin Smith,Corporate,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,95.616,2,9.5616
CA-2013-118255,2013,3/12/2013,March,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,45.98,2,19.7714
CA-2013-118255,2013,3/12/2013,March,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,17.46,2,8.2062
CA-2011-146703,2011,10/20/2011,October,Second Class,PO-18865,Patrick O'Donnell,Consumer,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,211.96,4,8.4784
CA-2013-169194,2013,6/21/2013,June,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,45,3,4.95
CA-2013-169194,2013,6/21/2013,June,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,21.8,2,6.104
CA-2012-115742,2012,4/18/2012,April,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,38.22,6,17.9634
CA-2012-115742,2012,4/18/2012,April,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,75.18,6,35.3346
CA-2012-115742,2012,4/18/2012,April,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,6.16,2,2.9568
CA-2012-115742,2012,4/18/2012,April,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,89.99,1,17.0981
CA-2013-105816,2013,12/12/2013,December,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,15.26,7,6.2566
CA-2013-105816,2013,12/12/2013,December,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,1029.95,5,298.6855
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,208.56,6,52.14
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,32.4,5,15.552
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,319.41,5,7.098
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,14.56,2,6.9888
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,30,2,3.3
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,48.48,4,16.362
CA-2013-111682,2013,6/18/2013,June,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,1.68,1,0.84
CA-2012-135545,2012,11/24/2012,November,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,13.98,2,6.1512
CA-2012-135545,2012,11/24/2012,November,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,25.824,6,9.3612
CA-2012-135545,2012,11/24/2012,November,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,146.73,3,68.9631
CA-2012-135545,2012,11/24/2012,November,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,79.76,4,22.3328
US-2012-164175,2012,4/30/2012,April,Standard Class,PS-18970,Paul Stevenson,Home Office,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,213.115,5,-15.2225
CA-2011-106376,2011,12/5/2011,December,Standard Class,BS-11590,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,1113.024,8,111.3024
CA-2011-106376,2011,12/5/2011,December,Standard Class,BS-11590,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,167.968,4,62.988
CA-2013-119823,2013,6/5/2013,June,First Class,KD-16270,Karen Daniels,Consumer,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,75.88,2,35.6636
CA-2013-106075,2013,9/19/2013,September,Standard Class,HM-14980,Henry MacAllister,Consumer,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,4.616,1,1.731
CA-2014-114440,2014,9/15/2014,September,Second Class,TB-21520,Tracy Blumstein,Consumer,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,19.05,3,8.763
US-2012-134026,2012,4/26/2012,April,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,831.936,8,-114.3912
US-2012-134026,2012,4/26/2012,April,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,97.04,2,1.213
US-2012-134026,2012,4/26/2012,April,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,72.784,1,-18.196
US-2014-118038,2014,12/10/2014,December,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,1.248,3,-1.9344
US-2014-118038,2014,12/10/2014,December,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,9.708,3,-5.8248
US-2014-118038,2014,12/10/2014,December,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,27.24,3,2.724
US-2011-147606,2011,11/26/2011,November,Second Class,JE-15745,Joel Eaton,Consumer,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,19.3,5,-14.475
CA-2013-127208,2013,6/13/2013,June,First Class,SC-20770,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,56.2032
CA-2013-127208,2013,6/13/2013,June,First Class,SC-20770,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,16.74,3,8.0352
CA-2011-139451,2011,10/12/2011,October,Standard Class,DN-13690,Duane Noonan,Consumer,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,14.9,5,4.172
CA-2011-139451,2011,10/12/2011,October,Standard Class,DN-13690,Duane Noonan,Consumer,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,21.39,1,6.2031
CA-2012-149734,2012,9/3/2012,September,Standard Class,JC-16105,Julie Creighton,Corporate,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,62.8075
US-2014-119662,2014,11/14/2014,November,First Class,CS-12400,Christopher Schild,Home Office,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,-48.9549
CA-2014-140088,2014,5/29/2014,May,Second Class,PO-18865,Patrick O'Donnell,Consumer,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,301.96,2,33.2156
CA-2014-155558,2014,10/27/2014,October,Standard Class,PG-18895,Paul Gonzalez,Consumer,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,19.99,1,6.7966
CA-2014-155558,2014,10/27/2014,October,Standard Class,PG-18895,Paul Gonzalez,Consumer,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,6.16,2,2.9568
CA-2013-159695,2013,4/6/2013,April,Second Class,GM-14455,Gary Mitchum,Home Office,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,158.368,7,13.8572
CA-2013-109806,2013,9/18/2013,September,Standard Class,JS-15685,Jim Sink,Corporate,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,20.1,3,6.633
CA-2013-109806,2013,9/18/2013,September,Standard Class,JS-15685,Jim Sink,Corporate,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,73.584,2,8.2782
CA-2013-109806,2013,9/18/2013,September,Standard Class,JS-15685,Jim Sink,Corporate,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,6.48,1,3.1104
CA-2012-149587,2012,1/31/2012,January,Second Class,KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,12.96,2,6.2208
CA-2012-149587,2012,1/31/2012,January,Second Class,KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,53.34,3,16.5354
CA-2012-149587,2012,1/31/2012,January,Second Class,KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,32.96,2,16.1504
US-2014-109484,2014,11/7/2014,November,Standard Class,RB-19705,Roger Barcio,Home Office,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,5.682,1,-3.788
CA-2014-161018,2014,11/10/2014,November,Second Class,PN-18775,Parhena Norris,Home Office,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,96.53,7,40.5426
CA-2014-157833,2014,6/18/2014,June,First Class,KD-16345,Katherine Ducich,Consumer,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,51.312,3,17.9592
CA-2013-149223,2013,9/7/2013,September,Standard Class,ER-13855,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,22.5852
CA-2013-158568,2013,8/30/2013,August,Standard Class,RB-19465,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,64.624,7,22.6184
CA-2013-158568,2013,8/30/2013,August,Standard Class,RB-19465,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,95.976,3,-10.7973
CA-2013-158568,2013,8/30/2013,August,Standard Class,RB-19465,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,1.788,3,-3.0396
CA-2013-129903,2013,12/2/2013,December,Second Class,GZ-14470,Gary Zandusky,Consumer,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,23.92,4,11.7208
US-2012-156867,2012,11/13/2012,November,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,238.896,6,-26.8758
US-2012-156867,2012,11/13/2012,November,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,102.36,3,-3.8385
US-2012-156867,2012,11/13/2012,November,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,36.882,3,-25.8174
CA-2014-119004,2014,11/24/2014,November,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,74.112,8,17.6016
CA-2014-119004,2014,11/24/2014,November,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,27.992,1,2.0994
CA-2014-119004,2014,11/24/2014,November,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,3.304,1,1.0738
CA-2012-129476,2012,10/15/2012,October,Standard Class,PA-19060,Pete Armstrong,Home Office,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,339.96,5,67.992
CA-2014-146780,2014,12/26/2014,December,Standard Class,CV-12805,Cynthia Voltz,Corporate,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,41.96,2,10.9096
CA-2013-128867,2013,11/4/2013,November,Standard Class,CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,75.96,2,22.788
CA-2013-128867,2013,11/4/2013,November,Standard Class,CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,27.24,6,13.3476
CA-2011-115259,2011,8/25/2011,August,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,14.5348
CA-2011-115259,2011,8/25/2011,August,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,1.652
CA-2011-115259,2011,8/25/2011,August,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,23.976,3,7.4925
CA-2011-115259,2011,8/25/2011,August,Second Class,RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,44.0316
CA-2012-110457,2012,3/2/2012,March,Standard Class,DK-13090,Dave Kipp,Consumer,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,787.53,3,165.3813
US-2012-136476,2012,4/5/2012,April,Standard Class,GG-14650,Greg Guthrie,Corporate,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,157.794,1,-115.7156
CA-2013-103730,2013,6/13/2013,June,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,47.04,3,18.3456
CA-2013-103730,2013,6/13/2013,June,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,30.84,4,13.878
CA-2013-103730,2013,6/13/2013,June,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,226.56,6,63.4368
CA-2013-103730,2013,6/13/2013,June,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,51.759
CA-2013-103730,2013,6/13/2013,June,First Class,SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,68.04,7,19.7316
US-2011-152030,2011,12/26/2011,December,Second Class,AD-10180,Alan Dominguez,Home Office,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,600.558,3,-8.5794
US-2011-134614,2011,9/20/2011,September,Standard Class,PF-19165,Philip Fox,Consumer,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,617.7,6,-407.682
US-2014-107272,2014,11/6/2014,November,Standard Class,TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,2.388,2,-1.8308
US-2014-107272,2014,11/6/2014,November,Standard Class,TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,243.992,7,30.499
US-2013-125969,2013,11/7/2013,November,Second Class,LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,Chairs,81.424,2,-9.1602
US-2013-125969,2013,11/7/2013,November,Second Class,LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,238.56,3,26.2416
US-2014-164147,2014,2/3/2014,February,First Class,DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,59.97,5,-11.994
US-2014-164147,2014,2/3/2014,February,First Class,DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,78.304,2,29.364
US-2014-164147,2014,2/3/2014,February,First Class,DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,6.9732
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-PA-10001804,Office Supplies,Paper,20.04,3,9.6192
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Paper,35.44,1,16.6568
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-AR-10001149,Office Supplies,Art,11.52,4,3.456
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,1.9698
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,Binders,76.176,3,26.6616
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,18.4464
CA-2013-145583,2013,10/14/2013,October,Standard Class,LC-16885,Lena Creighton,Consumer,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,43.12,14,20.6976
CA-2013-110366,2013,9/6/2013,September,Second Class,JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,82.8,2,10.35
CA-2014-106180,2014,9/19/2014,September,Standard Class,SH-19975,Sally Hughsby,Corporate,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Art,8.82,3,2.3814
CA-2014-106180,2014,9/19/2014,September,Standard Class,SH-19975,Sally Hughsby,Corporate,San Francisco,California,94122,West,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,5.1042
CA-2014-106180,2014,9/19/2014,September,Standard Class,SH-19975,Sally Hughsby,Corporate,San Francisco,California,94122,West,OFF-PA-10004327,Office Supplies,Paper,143.7,3,68.976
CA-2014-155376,2014,12/23/2014,December,Standard Class,SG-20080,Sandra Glassco,Consumer,Independence,Missouri,64055,Central,OFF-AP-10001058,Office Supplies,Appliances,839.43,3,218.2518
CA-2012-110744,2012,9/7/2012,September,Standard Class,HA-14920,Helen Andreada,Consumer,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,671.93,7,20.1579
CA-2011-110072,2011,10/22/2011,October,Standard Class,MG-17680,Maureen Gastineau,Home Office,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,Furnishings,93.888,4,12.9096
